,Station_Ind,Crossing_Ind,Time_In_Seconds
3005,1,0,1501
3006,1,1,630
3007,1,2,878
3008,1,3,870
3009,1,4,592
3010,2,0,22827
3011,2,1,23189
3012,2,2,23161
3013,2,3,23104
3014,2,4,22906
3015,3,0,1056
3016,3,1,2414
3017,3,2,1598
3018,3,3,1623
3019,3,4,1681
3020,4,0,1642
3021,4,1,1224
3022,4,2,1200
3023,4,3,1349
3024,4,4,1153
3025,0,0,982
3026,0,1,912
3027,0,2,1085
3028,0,3,1300
3029,0,4,1342
3030,1,0,498
3031,1,1,545
3032,1,2,504
3033,1,3,238
3034,1,4,292
3035,2,0,23042
3036,2,1,22950
3037,2,2,23088
3038,2,3,23173
3039,2,4,23061
3040,3,0,1818
3041,3,1,1725
3042,3,2,1930
3043,3,3,2144
3044,3,4,2186
3045,4,0,1175
3046,4,1,1105
3047,4,2,1279
3048,4,3,1288
3049,4,4,1157
3050,0,0,1424
3051,0,1,1517
3052,0,2,1686
3053,0,3,1753
3054,0,4,1674
3055,1,0,415
3056,1,1,585
3057,1,2,782
3058,1,3,814
3059,1,4,735
3060,2,0,22934
3061,2,1,23045
3062,2,2,23243
3063,2,3,23373
3064,2,4,23293
3065,3,0,2268
3066,3,1,2361
3067,3,2,2531
3068,3,3,2598
3069,3,4,2518
3070,4,0,1062
3071,4,1,1087
3072,4,2,1284
3073,4,3,1409
3074,4,4,1359
3075,0,0,708
3076,1,0,1036
3077,2,0,23498
3078,3,0,1871
3079,4,0,642
3080,0,0,1964
3081,0,1,1875
3082,0,2,1486
3083,0,3,1443
3084,0,4,963
3085,1,0,1888
3086,1,1,2070
3087,1,2,993
3088,1,3,1780
3089,1,4,1315
3090,2,0,1879
3091,2,1,1791
3092,2,2,1249
3093,2,3,1358
3094,2,4,896
3095,3,0,1043
3096,3,1,1225
3097,3,2,1503
3098,3,3,1477
3099,3,4,1266
3100,4,0,1783
3101,4,1,1633
3102,4,2,1227
3103,4,3,1434
3104,4,4,1188
3105,0,0,1310
3106,0,1,1469
3107,0,2,1190
3108,0,3,1694
3109,0,4,1532
3110,1,0,1573
3111,1,1,1580
3112,1,2,1528
3113,1,3,1498
3114,1,4,1644
3115,2,0,1226
3116,2,1,1385
3117,2,2,1107
3118,2,3,1609
3119,2,4,1449
3120,3,0,813
3121,3,1,780
3122,3,2,1255
3123,3,3,308
3124,3,4,731
3125,4,0,1077
3126,4,1,1084
3127,4,2,1182
3128,4,3,1003
3129,4,4,1148
3130,0,0,821
3131,0,1,1132
3132,0,2,1068
3133,0,3,1351
3134,0,4,1533
3135,1,0,1506
3136,1,1,1090
3137,1,2,943
3138,1,3,852
3139,1,4,938
3140,2,0,727
3141,2,1,1047
3142,2,2,983
3143,2,3,1267
3144,2,4,1297
3145,3,0,1558
3146,3,1,1309
3147,3,2,1204
3148,3,3,1520
3149,3,4,1551
3150,4,0,1481
3151,4,1,1192
3152,4,2,1087
3153,4,3,1086
3154,4,4,1172
3155,0,0,1459
3156,0,1,1377
3157,0,2,1237
3158,0,3,1129
3159,0,4,1052
3160,1,0,1005
3161,1,1,1078
3162,1,2,1165
3163,1,3,1108
3164,1,4,958
3165,2,0,1414
3166,2,1,1173
3167,2,2,1152
3168,2,3,1045
3169,2,4,967
3170,3,0,1537
3171,3,1,1427
3172,3,2,1406
3173,3,3,1298
3174,3,4,1131
3175,4,0,1239
3176,4,1,1312
3177,4,2,1334
3178,4,3,1181
3179,4,4,1013
3180,0,0,1358
3181,0,1,1335
3182,0,2,1392
3183,0,3,1367
3184,0,4,1588
3185,1,0,1695
3186,1,1,1594
3187,1,2,1761
3188,1,3,1704
3189,1,4,1611
3190,2,0,1273
3191,2,1,1250
3192,2,2,1339
3193,2,3,1282
3194,2,4,1504
3195,3,0,1373
3196,3,1,834
3197,3,2,1376
3198,3,3,1141
3199,3,4,633
3200,4,0,1350
3201,4,1,1099
3202,4,2,1415
3203,4,3,1358
3204,4,4,1115
3205,0,0,1808
3206,0,1,1921
3207,0,2,1902
3208,0,3,1384
3209,0,4,1406
3210,1,0,1289
3211,1,1,1326
3212,1,2,1189
3213,1,3,1721
3214,1,4,1660
3215,2,0,1723
3216,2,1,1838
3217,2,2,1818
3218,2,3,1299
3219,2,4,1322
3220,3,0,373
3221,3,1,483
3222,3,2,485
3223,3,3,1116
3224,3,4,900
3225,4,0,1158
3226,4,1,1221
3227,4,2,1084
3228,4,3,1381
3229,4,4,1164
3230,0,0,869
3231,0,1,920
3232,0,2,892
3233,0,3,1524
3234,0,4,1387
3235,1,0,1296
3236,1,1,1347
3237,1,2,1717
3238,1,3,2338
3239,1,4,1080
3240,2,0,775
3241,2,1,826
3242,2,2,740
3243,2,3,1361
3244,2,4,1341
3245,3,0,1295
3246,3,1,1346
3247,3,2,1752
3248,3,3,2373
3249,3,4,1479
3250,4,0,1218
3251,4,1,1268
3252,4,2,1675
3253,4,3,2296
3254,4,4,1313
3255,0,0,789
3256,0,1,738
3257,0,2,837
3258,0,3,838
3259,0,4,777
3260,1,0,1460
3261,1,1,1423
3262,1,2,1474
3263,1,3,1554
3264,1,4,1639
3265,2,0,694
3266,2,1,706
3267,2,2,646
3268,2,3,642
3269,2,4,663
3270,3,0,1469
3271,3,1,1459
3272,3,2,1509
3273,3,3,1589
3274,3,4,1674
3275,4,0,1392
3276,4,1,1382
3277,4,2,1432
3278,4,3,1512
3279,4,4,1597
3280,0,0,815
3281,0,1,2093
3282,0,2,1278
3283,0,3,1262
3284,0,4,1320
3285,1,0,1735
3286,1,1,2430
3287,1,2,1580
3288,1,3,1623
3289,1,4,1835
3290,2,0,759
3291,2,1,2008
3292,2,2,1193
3293,2,3,1203
3294,2,4,1226
3295,3,0,1770
3296,3,1,1545
3297,3,2,1328
3298,3,3,1473
3299,3,4,1276
3300,4,0,1693
3301,4,1,2085
3302,4,2,1251
3303,4,3,1420
3304,4,4,1489
3305,0,0,1456
3306,0,1,1364
3307,0,2,1609
3308,0,3,1823
3309,0,4,1866
3310,1,0,1885
3311,1,1,1788
3312,1,2,1946
3313,1,3,2161
3314,1,4,2202
3315,2,0,1362
3316,2,1,1270
3317,2,2,1524
3318,2,3,1739
3319,2,4,1781
3320,3,0,1299
3321,3,1,1229
3322,3,2,1402
3323,3,3,1617
3324,3,4,1477
3325,4,0,1539
3326,4,1,1442
3327,4,2,1600
3328,4,3,1815
3329,4,4,1857
3330,0,0,1948
3331,0,1,2040
3332,0,2,2210
3333,0,3,2277
3334,0,4,2197
3335,1,0,2227
3336,1,1,2252
3337,1,2,2449
3338,1,3,2614
3339,1,4,2523
3340,2,0,1863
3341,2,1,1956
3342,2,2,2125
3343,2,3,2193
3344,2,4,2113
3345,3,0,1382
3346,3,1,1407
3347,3,2,1604
3348,3,3,1729
3349,3,4,1679
3350,4,0,1939
3351,4,1,2032
3352,4,2,2202
3353,4,3,2269
3354,4,4,2189
3355,0,0,1524
3356,1,0,1785
3357,2,0,1439
3358,3,0,725
3359,4,0,1289
3360,0,0,481
3361,0,1,614
3362,0,2,2157
3363,0,3,1101
3364,0,4,1306
3365,1,0,1932
3366,1,1,1756
3367,1,2,839
3368,1,3,1352
3369,1,4,888
3370,2,0,2428
3371,2,1,2263
3372,2,2,1880
3373,2,3,1797
3374,2,4,1358
3375,3,0,2386
3376,3,1,2221
3377,3,2,1521
3378,3,3,1755
3379,3,4,1316
3380,4,0,3138
3381,4,1,2877
3382,4,2,2840
3383,4,3,2492
3384,4,4,2321
3385,0,0,1134
3386,0,1,1201
3387,0,2,1085
3388,0,3,1425
3389,0,4,1141
3390,1,0,1200
3391,1,1,1207
3392,1,2,1101
3393,1,3,1126
3394,1,4,1271
3395,2,0,1691
3396,2,1,1850
3397,2,2,1545
3398,2,3,2157
3399,2,4,1913
3400,3,0,1648
3401,3,1,1807
3402,3,2,1503
3403,3,3,2115
3404,3,4,1871
3405,4,0,2654
3406,4,1,2812
3407,4,2,2508
3408,4,3,3120
3409,4,4,2876
3410,0,0,1455
3411,0,1,1965
3412,0,2,1863
3413,0,3,2174
3414,0,4,2205
3415,1,0,896
3416,1,1,470
3417,1,2,345
3418,1,3,856
3419,1,4,886
3420,2,0,1216
3421,2,1,1742
3422,2,2,1678
3423,2,3,1882
3424,2,4,1837
3425,3,0,1174
3426,3,1,1654
3427,3,2,1590
3428,3,3,1608
3429,3,4,1478
3430,4,0,2179
3431,4,1,2705
3432,4,2,2641
3433,4,3,2927
3434,4,4,2797
3435,0,0,2191
3436,0,1,2081
3437,0,2,2060
3438,0,3,1954
3439,0,4,1790
3440,1,0,963
3441,1,1,791
3442,1,2,676
3443,1,3,564
3444,1,4,273
3445,2,0,1978
3446,2,1,1868
3447,2,2,1847
3448,2,3,1740
3449,2,4,1662
3450,3,0,1572
3451,3,1,1648
3452,3,2,1733
3453,3,3,1652
3454,3,4,1574
3455,4,0,2891
3456,4,1,2831
3457,4,2,2810
3458,4,3,2702
3459,4,4,2625
3460,0,0,917
3461,0,1,1046
3462,0,2,896
3463,0,3,932
3464,0,4,1315
3465,1,0,1268
3466,1,1,1222
3467,1,2,1333
3468,1,3,1276
3469,1,4,1238
3470,2,0,1712
3471,2,1,1715
3472,2,2,1777
3473,2,3,1721
3474,2,4,1968
3475,3,0,1670
3476,3,1,1673
3477,3,2,1735
3478,3,3,1679
3479,3,4,1926
3480,4,0,2450
3481,4,1,2678
3482,4,2,2358
3483,4,3,2478
3484,4,4,2931
3485,0,0,1293
3486,0,1,1420
3487,0,2,1298
3488,0,3,926
3489,0,4,1012
3490,1,0,1281
3491,1,1,1396
3492,1,2,1376
3493,1,3,1294
3494,1,4,1287
3495,2,0,2188
3496,2,1,2302
3497,2,2,2283
3498,2,3,1738
3499,2,4,1787
3500,3,0,2146
3501,3,1,2260
3502,3,2,2241
3503,3,3,1696
3504,3,4,1745
3505,4,0,3151
3506,4,1,3265
3507,4,2,3246
3508,4,3,2471
3509,4,4,2558
3510,0,0,1321
3511,0,1,1347
3512,0,2,1778
3513,0,3,2399
3514,0,4,2133
3515,1,0,869
3516,1,1,920
3517,1,2,1107
3518,1,3,1728
3519,1,4,886
3520,2,0,1264
3521,2,1,1315
3522,2,2,784
3523,2,3,675
3524,2,4,1920
3525,3,0,1222
3526,3,1,1273
3527,3,2,742
3528,3,3,942
3529,3,4,1655
3530,4,0,2227
3531,4,1,2159
3532,4,2,1788
3533,4,3,1220
3534,4,4,2883
3535,0,0,1495
3536,0,1,1485
3537,0,2,1535
3538,0,3,1615
3539,0,4,1700
3540,1,0,850
3541,1,1,813
3542,1,2,864
3543,1,3,944
3544,1,4,1029
3545,2,0,1115
3546,2,1,984
3547,2,2,981
3548,2,3,1005
3549,2,4,895
3550,3,0,1073
3551,3,1,942
3552,3,2,939
3553,3,3,963
3554,3,4,852
3555,4,0,2078
3556,4,1,1947
3557,4,2,1944
3558,4,3,1968
3559,4,4,1858
3560,0,0,1796
3561,0,1,910
3562,0,2,1174
3563,0,3,1166
3564,0,4,888
3565,1,0,1125
3566,1,1,2002
3567,1,2,1152
3568,1,3,1195
3569,1,4,1395
3570,2,0,829
3571,2,1,2447
3572,2,2,1632
3573,2,3,1656
3574,2,4,1715
3575,3,0,787
3576,3,1,2397
3577,3,2,1590
3578,3,3,1614
3579,3,4,1673
3580,4,0,1792
3581,4,1,2876
3582,4,2,2595
3583,4,3,2488
3584,4,4,2285
3585,0,0,839
3586,0,1,904
3587,0,2,726
3588,0,3,587
3589,0,4,612
3590,1,0,1458
3591,1,1,1360
3592,1,2,1519
3593,1,3,1733
3594,1,4,1775
3595,2,0,1852
3596,2,1,1760
3597,2,2,1963
3598,2,3,2178
3599,2,4,2220
3600,3,0,1810
3601,3,1,1717
3602,3,2,1921
3603,3,3,2136
3604,3,4,2178
3605,4,0,2422
3606,4,1,2330
3607,4,2,2566
3608,4,3,2860
3609,4,4,2749
3610,0,0,744
3611,0,1,865
3612,0,2,1062
3613,0,3,1095
3614,0,4,1015
3615,1,0,1857
3616,1,1,1950
3617,1,2,2120
3618,1,3,2186
3619,1,4,2107
3620,2,0,2199
3621,2,1,2310
3622,2,2,2507
3623,2,3,2631
3624,2,4,2552
3625,3,0,2142
3626,3,1,2254
3627,3,2,2451
3628,3,3,2582
3629,3,4,2502
3630,4,0,2621
3631,4,1,2733
3632,4,2,2930
3633,4,3,3061
3634,4,4,2981
3635,0,0,1085
3636,1,0,1412
3637,2,0,1904
3638,3,0,1862
3639,4,0,2867
3640,0,0,2188
3641,0,1,2370
3642,0,2,637
3643,0,3,2101
3644,0,4,1637
3645,1,0,2141
3646,1,1,2052
3647,1,2,1053
3648,1,3,1619
3649,1,4,1157
3650,2,0,1322
3651,2,1,1504
3652,2,2,1377
3653,2,3,1426
3654,2,4,1180
3655,3,0,1474
3656,3,1,1656
3657,3,2,868
3658,3,3,1475
3659,3,4,1212
3660,4,0,927
3661,4,1,1122
3662,4,2,2286
3663,4,3,1230
3664,4,4,1435
3665,0,0,1881
3666,0,1,1888
3667,0,2,1850
3668,0,3,1731
3669,0,4,1952
3670,1,0,1486
3671,1,1,1645
3672,1,2,1367
3673,1,3,1700
3674,1,4,1709
3675,2,0,1106
3676,2,1,1113
3677,2,2,1174
3678,2,3,977
3679,2,4,1177
3680,3,0,1118
3681,3,1,1125
3682,3,2,1223
3683,3,3,1017
3684,3,4,1189
3685,4,0,1276
3686,4,1,1343
3687,4,2,1214
3688,4,3,1567
3689,4,4,1283
3690,0,0,1635
3691,0,1,1011
3692,0,2,1038
3693,0,3,484
3694,0,4,594
3695,1,0,1106
3696,1,1,982
3697,1,2,931
3698,1,3,1123
3699,1,4,1094
3700,2,0,1473
3701,2,1,1184
3702,2,2,1078
3703,2,3,1236
3704,2,4,1322
3705,3,0,1403
3706,3,1,987
3707,3,2,840
3708,3,3,727
3709,3,4,813
3710,4,0,1584
3711,4,1,2094
3712,4,2,1992
3713,4,3,2304
3714,4,4,2334
3715,0,0,688
3716,0,1,857
3717,0,2,969
3718,0,3,1074
3719,0,4,1081
3720,1,0,1003
3721,1,1,920
3722,1,2,961
3723,1,3,931
3724,1,4,958
3725,2,0,1389
3726,2,1,1301
3727,2,2,1280
3728,2,3,1173
3729,2,4,1005
3730,3,0,881
3731,3,1,953
3732,3,2,1081
3733,3,3,1005
3734,3,4,855
3735,4,0,2320
3736,4,1,2210
3737,4,2,2189
3738,4,3,2084
3739,4,4,1919
3740,0,0,2017
3741,0,1,1902
3742,0,2,2082
3743,0,3,2025
3744,0,4,1919
3745,1,0,1535
3746,1,1,1510
3747,1,2,1600
3748,1,3,1543
3749,1,4,1765
3750,2,0,1342
3751,2,1,1127
3752,2,2,1407
3753,2,3,1350
3754,2,4,1144
3755,3,0,1390
3756,3,1,1139
3757,3,2,1455
3758,3,3,1399
3759,3,4,1156
3760,4,0,1046
3761,4,1,1176
3762,4,2,1026
3763,4,3,1062
3764,4,4,1457
3765,0,0,1589
3766,0,1,1626
3767,0,2,1489
3768,0,3,2043
3769,0,4,1968
3770,1,0,1856
3771,1,1,1970
3772,1,2,1951
3773,1,3,1561
3774,1,4,1583
3775,2,0,724
3776,2,1,782
3777,2,2,623
3778,2,3,1409
3779,2,4,1193
3780,3,0,875
3781,3,1,912
3782,3,2,775
3783,3,3,1421
3784,3,4,1205
3785,4,0,1435
3786,4,1,1563
3787,4,2,1440
3788,4,3,1055
3789,4,4,1142
3790,0,0,1618
3791,0,1,1669
3792,0,2,1846
3793,0,3,2192
3794,0,4,771
3795,1,0,1138
3796,1,1,1189
3797,1,2,1408
3798,1,3,1707
3799,1,4,930
3800,2,0,1209
3801,2,1,1260
3802,2,2,1667
3803,2,3,2288
3804,2,4,1354
3805,3,0,1194
3806,3,1,1244
3807,3,2,1614
3808,3,3,2264
3809,3,4,955
3810,4,0,1450
3811,4,1,1476
3812,4,2,1908
3813,4,3,2529
3814,4,4,2263
3815,0,0,1589
3816,0,1,1552
3817,0,2,1603
3818,0,3,1683
3819,0,4,1768
3820,1,0,1060
3821,1,1,1023
3822,1,2,1074
3823,1,3,1153
3824,1,4,1293
3825,2,0,1384
3826,2,1,1373
3827,2,2,1424
3828,2,3,1504
3829,2,4,1589
3830,3,0,1357
3831,3,1,1320
3832,3,2,1371
3833,3,3,1451
3834,3,4,1536
3835,4,0,1624
3836,4,1,1614
3837,4,2,1665
3838,4,3,1744
3839,4,4,1830
3840,0,0,1864
3841,0,1,2689
3842,0,2,1901
3843,0,3,1944
3844,0,4,2134
3845,1,0,1331
3846,1,1,2270
3847,1,2,1454
3848,1,3,1464
3849,1,4,1605
3850,2,0,1685
3851,2,1,1824
3852,2,2,1243
3853,2,3,1412
3854,2,4,1569
3855,3,0,1632
3856,3,1,1975
3857,3,2,1291
3858,3,3,1461
3859,3,4,1530
3860,4,0,1925
3861,4,1,628
3862,4,2,1303
3863,4,3,1295
3864,4,4,1017
3865,0,0,2206
3866,0,1,2109
3867,0,2,2267
3868,0,3,2482
3869,0,4,2524
3870,1,0,1725
3871,1,1,1627
3872,1,2,1785
3873,1,3,2000
3874,1,4,2042
3875,2,0,1591
3876,2,1,1522
3877,2,2,1592
3878,2,3,1807
3879,2,4,1756
3880,3,0,1580
3881,3,1,1483
3882,3,2,1641
3883,3,3,1856
3884,3,4,1908
3885,4,0,922
3886,4,1,970
3887,4,2,928
3888,4,3,770
3889,4,4,639
3890,0,0,2527
3891,0,1,2552
3892,0,2,2749
3893,0,3,2873
3894,0,4,2824
3895,1,0,2124
3896,1,1,2217
3897,1,2,2387
3898,1,3,2453
3899,1,4,2374
3900,2,0,1662
3901,2,1,1686
3902,2,2,1884
3903,2,3,2008
3904,2,4,1958
3905,3,0,1813
3906,3,1,1838
3907,3,2,2035
3908,3,3,2159
3909,3,4,2109
3910,4,0,551
3911,4,1,461
3912,4,2,658
3913,4,3,806
3914,4,4,732
3915,0,0,2093
3916,1,0,1700
3917,2,0,1318
3918,3,0,1330
3919,4,0,1227
3920,0,0,1312
3921,0,1,1506
3922,0,2,2603
3923,0,3,1547
3924,0,4,1751
3925,1,0,1467
3926,1,1,1662
3927,1,2,2758
3928,1,3,1702
3929,1,4,1906
3930,2,0,1398
3931,2,1,1580
3932,2,2,1294
3933,2,3,1658
3934,2,4,1412
3935,3,0,2191
3936,3,1,2069
3937,3,2,1235
3938,3,3,1559
3939,3,4,1120
3940,4,0,2084
3941,4,1,2215
3942,4,2,1359
3943,4,3,2016
3944,4,4,1681
3945,0,0,1680
3946,0,1,1728
3947,0,2,1531
3948,0,3,2015
3949,0,4,1668
3950,1,0,1835
3951,1,1,1884
3952,1,2,1686
3953,1,3,2170
3954,1,4,1823
3955,2,0,1301
3956,2,1,1283
3957,2,2,1406
3958,2,3,941
3959,2,4,1381
3960,3,0,1453
3961,3,1,1612
3962,3,2,1307
3963,3,3,1980
3964,3,4,1676
3965,4,0,1660
3966,4,1,1667
3967,4,2,1765
3968,4,3,1585
3969,4,4,1730
3970,0,0,1901
3971,0,1,2411
3972,0,2,2309
3973,0,3,2620
3974,0,4,2650
3975,1,0,2056
3976,1,1,2566
3977,1,2,2464
3978,1,3,2775
3979,1,4,2805
3980,2,0,1704
3981,2,1,1413
3982,2,2,1266
3983,2,3,1153
3984,2,4,1239
3985,3,0,978
3986,3,1,1418
3987,3,2,1354
3988,3,3,1237
3989,3,4,1192
3990,4,0,1872
3991,4,1,1456
3992,4,2,1309
3993,4,3,1218
3994,4,4,1304
3995,0,0,2637
3996,0,1,2527
3997,0,2,2506
3998,0,3,2400
3999,0,4,2236
4000,1,0,2792
4001,1,1,2682
4002,1,2,2661
4003,1,3,2555
4004,1,4,2390
4005,2,0,1306
4006,2,1,1379
4007,2,2,1507
4008,2,3,1404
4009,2,4,1237
4010,3,0,1286
4011,3,1,1362
4012,3,2,1447
4013,3,3,1416
4014,3,4,1338
4015,4,0,1371
4016,4,1,1444
4017,4,2,1531
4018,4,3,1473
4019,4,4,1324
4020,0,0,1362
4021,0,1,1492
4022,0,2,1342
4023,0,3,1378
4024,0,4,1826
4025,1,0,1518
4026,1,1,1647
4027,1,2,1497
4028,1,3,1533
4029,1,4,1981
4030,2,0,1573
4031,2,1,1322
4032,2,2,1638
4033,2,3,1582
4034,2,4,1136
4035,3,0,1475
4036,3,1,1477
4037,3,2,1549
4038,3,3,1483
4039,3,4,1731
4040,4,0,1932
4041,4,1,1681
4042,4,2,1997
4043,4,3,1940
4044,4,4,1697
4045,0,0,1820
4046,0,1,1947
4047,0,2,1825
4048,0,3,1372
4049,0,4,1458
4050,1,0,1975
4051,1,1,2103
4052,1,2,1980
4053,1,3,1527
4054,1,4,1613
4055,2,0,799
4056,2,1,836
4057,2,2,699
4058,2,3,1604
4059,2,4,1388
4060,3,0,1951
4061,3,1,2065
4062,3,2,2045
4063,3,3,1501
4064,3,4,1550
4065,4,0,1486
4066,4,1,1523
4067,4,2,1386
4068,4,3,1963
4069,4,4,1746
4070,0,0,1766
4071,0,1,1793
4072,0,2,2224
4073,0,3,2745
4074,0,4,2579
4075,1,0,1922
4076,1,1,1948
4077,1,2,2379
4078,1,3,3000
4079,1,4,2734
4080,2,0,1441
4081,2,1,1492
4082,2,2,1899
4083,2,3,2520
4084,2,4,1381
4085,3,0,1026
4086,3,1,1077
4087,3,2,879
4088,3,3,1079
4089,3,4,1369
4090,4,0,1662
4091,4,1,1713
4092,4,2,2083
4093,4,3,2704
4094,4,4,1445
4095,0,0,1941
4096,0,1,1930
4097,0,2,1981
4098,0,3,2061
4099,0,4,2146
4100,1,0,2096
4101,1,1,2086
4102,1,2,2136
4103,1,3,2216
4104,1,4,2301
4105,2,0,1616
4106,2,1,1605
4107,2,2,1656
4108,2,3,1735
4109,2,4,1821
4110,3,0,946
4111,3,1,895
4112,3,2,946
4113,3,3,1035
4114,3,4,989
4115,4,0,1826
4116,4,1,1789
4117,4,2,1840
4118,4,3,1920
4119,4,4,2005
4120,0,0,2242
4121,0,1,379
4122,0,2,1619
4123,0,3,1612
4124,0,4,1333
4125,1,0,2397
4126,1,1,696
4127,1,2,1774
4128,1,3,1767
4129,1,4,1488
4130,2,0,1916
4131,2,1,1899
4132,2,2,1474
4133,2,3,1644
4134,2,4,1713
4135,3,0,924
4136,3,1,2209
4137,3,2,1394
4138,3,3,1419
4139,3,4,1477
4140,4,0,2101
4141,4,1,2586
4142,4,2,1833
4143,4,3,1988
4144,4,4,2072
4145,0,0,1239
4146,0,1,1286
4147,0,2,1245
4148,0,3,968
4149,0,4,857
4150,1,0,1394
4151,1,1,1441
4152,1,2,1400
4153,1,3,1242
4154,1,4,1110
4155,2,0,1763
4156,2,1,1666
4157,2,2,1824
4158,2,3,1963
4159,2,4,1832
4160,3,0,1613
4161,3,1,1521
4162,3,2,1725
4163,3,3,1940
4164,3,4,1982
4165,4,0,2122
4166,4,1,2024
4167,4,2,2183
4168,4,3,2397
4169,4,4,2439
4170,0,0,723
4171,0,1,517
4172,0,2,458
4173,0,3,428
4174,0,4,338
4175,1,0,1084
4176,1,1,878
4177,1,2,818
4178,1,3,497
4179,1,4,599
4180,2,0,1737
4181,2,1,1762
4182,2,2,1959
4183,2,3,2083
4184,2,4,2034
4185,3,0,2064
4186,3,1,2157
4187,3,2,2327
4188,3,3,2394
4189,3,4,2314
4190,4,0,2424
4191,4,1,2449
4192,4,2,2646
4193,4,3,2770
4194,4,4,2720
4195,0,0,1612
4196,1,0,1767
4197,2,0,1311
4198,3,0,1666
4199,4,0,1871
4200,0,0,1662
4201,0,1,1844
4202,0,2,1470
4203,0,3,1736
4204,0,4,1491
4205,1,0,2101
4206,1,1,2283
4207,1,2,615
4208,1,3,2056
4209,1,4,1592
4210,2,0,1888
4211,2,1,2070
4212,2,2,993
4213,2,3,1780
4214,2,4,1315
4215,3,0,978
4216,3,1,1160
4217,3,2,1735
4218,3,3,1595
4219,3,4,1353
4220,4,0,475
4221,4,1,620
4222,4,2,2226
4223,4,3,1170
4224,4,4,1374
4225,0,0,1380
4226,0,1,1387
4227,0,2,1485
4228,0,3,1205
4229,0,4,1451
4230,1,0,1827
4231,1,1,1834
4232,1,2,1805
4233,1,3,1644
4234,1,4,1898
4235,2,0,1573
4236,2,1,1580
4237,2,2,1528
4238,2,3,1498
4239,2,4,1644
4240,3,0,940
4241,3,1,1005
4242,3,2,1343
4243,3,3,663
4244,3,4,1032
4245,4,0,1260
4246,4,1,1327
4247,4,2,1153
4248,4,3,1551
4249,4,4,1380
4250,0,0,1783
4251,0,1,1494
4252,0,2,1441
4253,0,3,1328
4254,0,4,1415
4255,1,0,1581
4256,1,1,721
4257,1,2,825
4258,1,3,529
4259,1,4,572
4260,2,0,1506
4261,2,1,1090
4262,2,2,943
4263,2,3,852
4264,2,4,938
4265,3,0,1646
4266,3,1,1725
4267,3,2,1620
4268,3,3,1594
4269,3,4,1680
4270,4,0,1522
4271,4,1,2034
4272,4,2,1932
4273,4,3,2243
4274,4,4,2273
4275,0,0,1482
4276,0,1,1555
4277,0,2,1682
4278,0,3,1483
4279,0,4,1316
4280,1,0,580
4281,1,1,596
4282,1,2,631
4283,1,3,685
4284,1,4,906
4285,2,0,1005
4286,2,1,1078
4287,2,2,1165
4288,2,3,1108
4289,2,4,958
4290,3,0,1747
4291,3,1,1820
4292,3,2,1822
4293,3,3,1714
4294,3,4,1547
4295,4,0,2260
4296,4,1,2150
4297,4,2,2129
4298,4,3,2023
4299,4,4,1858
4300,0,0,1652
4301,0,1,1401
4302,0,2,1717
4303,0,3,1660
4304,0,4,1400
4305,1,0,1972
4306,1,1,1848
4307,1,2,2038
4308,1,3,1981
4309,1,4,1865
4310,2,0,1695
4311,2,1,1594
4312,2,2,1760
4313,2,3,1704
4314,2,4,1611
4315,3,0,1481
4316,3,1,935
4317,3,2,1484
4318,3,3,1248
4319,3,4,858
4320,4,0,983
4321,4,1,1113
4322,4,2,963
4323,4,3,1071
4324,4,4,1441
4325,0,0,1063
4326,0,1,1100
4327,0,2,963
4328,0,3,1683
4329,0,4,1467
4330,1,0,1502
4331,1,1,1539
4332,1,2,1402
4333,1,3,1998
4334,1,4,1914
4335,2,0,1289
4336,2,1,1326
4337,2,2,1189
4338,2,3,1721
4339,2,4,1660
4340,3,0,531
4341,3,1,658
4342,3,2,600
4343,3,3,1224
4344,3,4,1007
4345,4,0,1418
4346,4,1,1546
4347,4,2,1423
4348,4,3,1038
4349,4,4,1214
4350,0,0,1520
4351,0,1,1571
4352,0,2,1978
4353,0,3,2599
4354,0,4,1556
4355,1,0,1574
4356,1,1,1624
4357,1,2,1792
4358,1,3,2289
4359,1,4,538
4360,2,0,1296
4361,2,1,1347
4362,2,2,1717
4363,2,3,2338
4364,2,4,1080
4365,3,0,1383
4366,3,1,1433
4367,3,2,1840
4368,3,3,2461
4369,3,4,1822
4370,4,0,1389
4371,4,1,1440
4372,4,2,1847
4373,4,3,2468
4374,4,4,2202
4375,0,0,1694
4376,0,1,1684
4377,0,2,1735
4378,0,3,1814
4379,0,4,1900
4380,1,0,1535
4381,1,1,1498
4382,1,2,1549
4383,1,3,1629
4384,1,4,1714
4385,2,0,1460
4386,2,1,1423
4387,2,2,1474
4388,2,3,1554
4389,2,4,1639
4390,3,0,1557
4391,3,1,1547
4392,3,2,1597
4393,3,3,1677
4394,3,4,1762
4395,4,0,1564
4396,4,1,1553
4397,4,2,1604
4398,4,3,1684
4399,4,4,1769
4400,0,0,1995
4401,0,1,2163
4402,0,2,1553
4403,0,3,1723
4404,0,4,1792
4405,1,0,1810
4406,1,1,2602
4407,1,2,1857
4408,1,3,1900
4409,1,4,2080
4410,2,0,1735
4411,2,1,2430
4412,2,2,1580
4413,2,3,1623
4414,2,4,1835
4415,3,0,1858
4416,3,1,1479
4417,3,2,1416
4418,3,3,1561
4419,3,4,1384
4420,4,0,1865
4421,4,1,1164
